#,Fraud Instance,Damaged Item,Item Not Avaiable,Item Not In Stock,Product Care Plan,Claim Amount,Registered Online,Age Group,Marital Status,Owns a Vehicle,Accomodation Type,Height (cms)
2203,0,1,1,0,0,$278 ,0,37,Married,1,Staying with Family,171
2204,0,1,0,0,1,$169 ,0,39,In-Relationship,0,Rented,170
2205,0,0,1,1,0,$301 ,1,22,In-Relationship,0,Rented,177
2206,1,1,0,0,0,$309 ,1,45,Married,0,Owns a house,165
2207,0,1,0,1,0,$146 ,0,38,Married,0,Rented,161
2208,1,0,0,1,0,$339 ,0,42,In-Relationship,0,Staying with Family,183
2209,0,1,0,1,0,$324 ,0,26,In-Relationship,0,Staying with Family,166
2210,0,1,0,0,1,$217 ,1,34,In-Relationship,1,Rented,155
2211,1,1,0,0,0,$182 ,1,31,In-Relationship,1,Owns a house,178
2212,0,1,0,1,0,$242 ,1,24,"Unmarried,",1,Staying with Family,180
2213,0,1,0,1,0,$146 ,1,50,"Unmarried,",1,Rented,157
2214,1,1,0,0,0,$250 ,0,48,In-Relationship,1,Staying with Family,158
2215,0,1,0,1,0,$320 ,0,20,"Unmarried,",1,Owns a house,166
2216,1,0,0,0,1,$217 ,0,49,In-Relationship,1,Rented,173
2217,0,0,1,1,0,$69 ,1,47,"Unmarried,",0,Owns a house,160
2218,0,1,0,1,0,$155 ,0,22,In-Relationship,1,Rented,179
2219,1,1,0,0,0,$251 ,1,40,In-Relationship,1,Staying with Family,173
2220,0,1,0,1,0,$116 ,1,43,In-Relationship,0,Rented,152
2221,1,0,0,0,1,$135 ,0,43,Married,1,Staying with Family,188
2222,1,0,0,1,0,$336 ,1,49,Married,1,Rented,150
2223,0,1,0,1,0,$246 ,1,41,In-Relationship,1,Rented,178
2224,0,0,1,1,0,$117 ,1,30,Married,0,Owns a house,160
2225,1,0,0,0,1,$100 ,0,43,Married,0,Staying with Family,150
2226,0,1,0,0,1,$192 ,1,19,In-Relationship,1,Owns a house,173
2227,0,1,0,1,0,$72 ,0,34,In-Relationship,0,Owns a house,159
2228,0,1,1,0,0,$338 ,1,36,"Unmarried,",1,Owns a house,162
2229,0,1,0,1,0,$115 ,1,23,"Unmarried,",0,Owns a house,188
2230,1,1,0,0,0,$118 ,1,30,Married,0,Owns a house,170
2231,1,1,0,0,0,$178 ,1,21,"Unmarried,",0,Rented,150
2232,0,0,1,1,0,$55 ,1,44,Married,0,Rented,182
2233,0,1,0,1,0,$310 ,1,43,"Unmarried,",0,Owns a house,150
2234,1,1,0,0,0,$199 ,0,51,Married,0,Rented,151
2235,0,1,0,1,0,$87 ,1,55,"Unmarried,",1,Rented,176
2236,0,1,0,1,0,$205 ,1,46,"Unmarried,",1,Rented,153
2237,0,0,1,0,1,$213 ,1,31,Married,0,Staying with Family,172
2238,0,1,0,0,1,$258 ,0,35,Married,0,Staying with Family,170
2239,1,1,0,0,0,$70 ,0,31,In-Relationship,0,Staying with Family,172
2240,1,1,0,0,0,$240 ,1,42,"Unmarried,",0,Owns a house,153
2241,0,1,1,0,0,$113 ,1,29,In-Relationship,1,Rented,157
2242,1,1,0,0,0,$139 ,1,22,In-Relationship,0,Rented,166
2243,0,1,0,1,0,$254 ,1,26,In-Relationship,1,Owns a house,190
2244,1,0,0,1,0,$287 ,0,42,Married,1,Rented,150
2245,1,0,0,0,1,$217 ,0,44,In-Relationship,1,Rented,189
2246,0,1,0,1,0,$148 ,0,26,In-Relationship,1,Owns a house,177
2247,1,0,0,0,1,$320 ,0,49,"Unmarried,",1,Owns a house,190
2248,1,0,0,0,1,$293 ,0,45,"Unmarried,",1,Rented,180
2249,0,1,0,0,1,$245 ,1,25,In-Relationship,0,Staying with Family,183
2250,1,1,0,0,0,$66 ,1,34,Married,0,Staying with Family,150
2251,0,1,0,1,0,$238 ,0,50,Married,1,Staying with Family,185
2252,0,0,0,1,1,$173 ,0,38,Married,1,Owns a house,171
2253,1,0,0,1,0,$116 ,0,47,"Unmarried,",0,Owns a house,172
2254,0,0,1,1,0,$269 ,0,49,Married,0,Staying with Family,172
2255,0,1,0,1,0,$216 ,0,53,In-Relationship,0,Staying with Family,161
2256,1,0,0,1,0,$280 ,1,30,Married,0,Rented,185
2257,0,1,0,1,0,$296 ,1,49,Married,0,Owns a house,176
2258,0,0,0,1,1,$252 ,0,28,"Unmarried,",1,Rented,168
2259,0,1,0,1,0,$351 ,0,44,Married,1,Owns a house,164
2260,0,1,0,0,1,$200 ,0,28,In-Relationship,0,Staying with Family,151
2261,0,1,0,1,0,$66 ,0,51,In-Relationship,0,Rented,154
2262,0,0,1,0,1,$277 ,1,22,"Unmarried,",0,Staying with Family,170
2263,0,1,0,1,0,$289 ,1,25,"Unmarried,",0,Rented,158
2264,1,0,1,0,0,$235 ,0,38,"Unmarried,",0,Owns a house,160
2265,0,0,0,1,1,$291 ,0,54,Married,0,Owns a house,184
2266,1,1,0,0,0,$67 ,0,23,In-Relationship,0,Rented,190
2267,1,0,0,1,0,$309 ,0,52,Married,0,Rented,150
2268,1,0,1,0,0,$218 ,1,50,Married,1,Owns a house,166
2269,0,1,1,0,0,$270 ,0,43,"Unmarried,",1,Owns a house,178
2270,0,1,0,1,0,$317 ,0,20,"Unmarried,",0,Staying with Family,159
2271,0,1,0,0,1,$61 ,0,49,Married,1,Staying with Family,181
2272,0,1,0,0,1,$281 ,1,53,Married,0,Staying with Family,152
2273,1,1,0,0,0,$35 ,0,34,Married,1,Rented,161
2274,0,1,1,0,0,$130 ,0,39,Married,0,Staying with Family,173
2275,0,0,1,1,0,$136 ,1,19,Married,1,Staying with Family,153
2276,1,1,0,0,0,$141 ,0,55,Married,1,Owns a house,164
2277,0,1,0,0,1,$258 ,1,25,"Unmarried,",1,Staying with Family,166
2278,0,1,0,1,0,$234 ,0,28,Married,1,Owns a house,160
2279,0,1,0,1,0,$202 ,1,34,In-Relationship,1,Rented,179
2280,0,0,0,1,1,$308 ,1,32,"Unmarried,",1,Staying with Family,164
2281,0,1,0,1,0,$310 ,1,27,"Unmarried,",1,Staying with Family,179
2282,1,0,0,0,1,$231 ,1,27,In-Relationship,0,Rented,190
2283,0,1,1,0,0,$111 ,1,29,In-Relationship,1,Staying with Family,164
2284,0,0,0,1,1,$147 ,1,54,In-Relationship,0,Rented,181
2285,1,1,0,0,0,$75 ,0,34,Married,1,Staying with Family,174
2286,0,1,1,0,0,$190 ,1,36,"Unmarried,",1,Staying with Family,159
2287,0,1,0,0,1,$293 ,1,42,In-Relationship,1,Owns a house,157
2288,1,1,0,0,0,$339 ,0,37,"Unmarried,",0,Rented,169
2289,0,1,0,0,1,$326 ,1,42,Married,0,Owns a house,181
2290,0,1,0,1,0,$199 ,0,36,Married,0,Staying with Family,163
2291,0,1,1,0,0,$321 ,0,25,Married,0,Staying with Family,169
2292,0,0,0,1,1,$147 ,1,44,In-Relationship,0,Staying with Family,159
2293,0,0,0,1,1,$351 ,1,37,Married,0,Rented,172
2294,0,0,1,0,1,$172 ,1,21,Married,1,Owns a house,166
2295,0,1,0,1,0,$120 ,0,52,"Unmarried,",1,Staying with Family,176
2296,0,1,0,1,0,$154 ,0,26,"Unmarried,",1,Rented,190
2297,1,1,0,0,0,$73 ,0,35,Married,1,Owns a house,156
2298,1,1,0,0,0,$265 ,0,42,"Unmarried,",1,Rented,150
2299,1,1,0,0,0,$253 ,1,35,Married,1,Owns a house,170
2300,1,1,0,0,0,$250 ,1,46,Married,0,Staying with Family,154
2301,0,1,0,1,0,$299 ,1,49,Married,1,Owns a house,164
2302,0,1,0,0,1,$137 ,0,37,In-Relationship,1,Rented,156
2303,0,1,0,1,0,$198 ,0,27,Married,1,Staying with Family,181
2304,0,0,1,1,0,$232 ,0,24,"Unmarried,",0,Rented,159
2305,0,0,1,1,0,$173 ,0,21,"Unmarried,",1,Rented,162
2306,0,0,1,1,0,$169 ,1,37,Married,0,Staying with Family,159
2307,0,1,0,1,0,$165 ,1,31,Married,1,Staying with Family,161
2308,1,1,0,0,0,$295 ,1,47,"Unmarried,",1,Staying with Family,178
2309,0,1,0,0,1,$189 ,1,48,"Unmarried,",0,Staying with Family,187
2310,0,0,0,1,1,$188 ,1,41,Married,0,Owns a house,183
2311,0,1,0,1,0,$83 ,0,18,In-Relationship,0,Rented,163
2312,0,0,1,1,0,$157 ,1,40,Married,1,Rented,189
2313,1,1,0,0,0,$152 ,1,23,Married,0,Rented,173
2314,0,1,0,0,1,$66 ,1,28,"Unmarried,",0,Staying with Family,160
2315,1,1,0,0,0,$142 ,1,22,In-Relationship,1,Staying with Family,163
2316,1,1,0,0,0,$196 ,1,18,"Unmarried,",0,Rented,183
2317,0,1,0,1,0,$302 ,1,21,In-Relationship,1,Owns a house,183
2318,1,0,0,1,0,$335 ,0,33,"Unmarried,",1,Rented,166
2319,0,1,0,1,0,$117 ,1,35,"Unmarried,",0,Rented,154
2320,1,0,0,1,0,$165 ,0,53,In-Relationship,1,Staying with Family,186
2321,1,0,0,1,0,$276 ,0,47,Married,1,Staying with Family,183
2322,1,0,0,0,1,$299 ,1,47,In-Relationship,1,Rented,150
2323,0,1,0,1,0,$337 ,0,41,Married,1,Rented,157
2324,1,0,0,1,0,$275 ,1,34,Married,0,Rented,176
2325,0,1,0,1,0,$60 ,0,41,Married,0,Owns a house,181
2326,1,1,0,0,0,$110 ,1,25,"Unmarried,",0,Rented,156
2327,0,1,0,1,0,$243 ,0,45,Married,1,Staying with Family,160
2328,0,0,1,1,0,$79 ,1,40,In-Relationship,1,Staying with Family,155
2329,0,0,1,1,0,$152 ,1,18,In-Relationship,0,Rented,163
2330,0,1,0,1,0,$279 ,1,41,In-Relationship,1,Owns a house,175
2331,0,1,1,0,0,$152 ,1,25,"Unmarried,",1,Staying with Family,170
2332,1,1,0,0,0,$313 ,1,27,Married,1,Rented,170
2333,0,1,0,1,0,$331 ,0,54,"Unmarried,",0,Staying with Family,155
2334,1,0,0,0,1,$202 ,1,48,Married,1,Owns a house,177
2335,0,1,1,0,0,$306 ,1,31,In-Relationship,0,Owns a house,152
2336,0,1,0,1,0,$210 ,1,48,In-Relationship,0,Staying with Family,180
2337,1,0,0,1,0,$145 ,1,37,Married,1,Owns a house,178
2338,0,0,1,1,0,$303 ,1,43,In-Relationship,0,Rented,190
2339,0,1,0,1,0,$267 ,1,42,Married,1,Owns a house,177
2340,0,0,0,1,1,$247 ,1,34,"Unmarried,",0,Rented,190
2341,0,1,0,0,1,$87 ,1,54,In-Relationship,1,Rented,170
2342,1,1,0,0,0,$133 ,0,48,In-Relationship,0,Owns a house,172
2343,0,1,0,1,0,$183 ,1,25,Married,0,Rented,190
2344,0,1,0,1,0,$133 ,0,36,In-Relationship,0,Rented,176
2345,0,1,0,1,0,$326 ,1,26,Married,0,Owns a house,170
2346,0,1,0,0,1,$210 ,0,45,"Unmarried,",0,Rented,190
2347,0,1,0,0,1,$249 ,0,38,In-Relationship,0,Rented,169
2348,1,0,0,0,1,$102 ,0,49,Married,0,Owns a house,158
2349,1,0,0,1,0,$165 ,0,37,In-Relationship,0,Rented,170
2350,1,1,0,0,0,$209 ,1,37,"Unmarried,",1,Staying with Family,178
2351,0,0,1,1,0,$86 ,1,40,Married,1,Rented,156
2352,0,1,1,0,0,$257 ,1,21,Married,0,Rented,161
2353,1,0,0,0,1,$247 ,1,38,"Unmarried,",1,Owns a house,159
2354,0,1,0,0,1,$191 ,0,36,"Unmarried,",1,Staying with Family,190
2355,0,1,0,0,1,$152 ,1,45,Married,0,Rented,180
2356,0,0,0,1,1,$36 ,1,46,In-Relationship,1,Owns a house,170
2357,0,1,0,1,0,$127 ,1,53,In-Relationship,0,Rented,186
2358,0,1,0,1,0,$174 ,0,33,In-Relationship,0,Owns a house,150
2359,0,1,0,1,0,$77 ,0,21,In-Relationship,1,Staying with Family,187
2360,1,1,0,0,0,$286 ,0,45,In-Relationship,1,Rented,158
2361,0,1,0,0,1,$294 ,1,49,In-Relationship,1,Staying with Family,181
2362,0,1,0,1,0,$36 ,1,23,In-Relationship,1,Staying with Family,188
2363,1,0,0,1,0,$158 ,0,52,"Unmarried,",0,Staying with Family,152
2364,1,1,0,0,0,$261 ,0,33,"Unmarried,",1,Staying with Family,183
2365,1,1,0,0,0,$311 ,0,46,In-Relationship,1,Owns a house,180
2366,0,1,0,0,1,$262 ,0,55,"Unmarried,",1,Staying with Family,179
2367,0,0,1,1,0,$120 ,1,39,Married,1,Staying with Family,160
2368,0,1,0,1,0,$200 ,0,27,In-Relationship,0,Owns a house,171
2369,0,1,0,0,1,$275 ,0,43,Married,1,Owns a house,156
2370,0,1,0,0,1,$288 ,0,53,Married,1,Owns a house,161
2371,1,1,0,0,0,$170 ,0,48,"Unmarried,",0,Staying with Family,181
2372,1,0,0,0,1,$161 ,0,30,In-Relationship,0,Staying with Family,161
2373,1,0,0,1,0,$183 ,0,44,Married,1,Owns a house,185
2374,0,0,0,1,1,$46 ,1,38,"Unmarried,",0,Owns a house,160
2375,0,0,1,0,1,$325 ,0,24,In-Relationship,0,Rented,156
2376,0,1,0,1,0,$144 ,0,28,In-Relationship,0,Owns a house,178
2377,0,0,0,1,1,$154 ,0,21,"Unmarried,",1,Staying with Family,184
2378,1,0,0,0,1,$218 ,0,19,Married,1,Owns a house,178
2379,0,1,0,1,0,$44 ,0,31,"Unmarried,",0,Rented,161
2380,1,0,0,1,0,$192 ,0,46,In-Relationship,0,Owns a house,174
2381,0,1,0,0,1,$231 ,1,53,Married,1,Staying with Family,176
2382,1,1,0,0,0,$109 ,0,26,"Unmarried,",0,Staying with Family,167
2383,0,1,1,0,0,$215 ,1,22,Married,1,Staying with Family,154
2384,1,0,0,1,0,$326 ,0,42,"Unmarried,",0,Rented,184
2385,1,0,0,1,0,$230 ,1,33,"Unmarried,",0,Rented,170
2386,0,1,0,0,1,$271 ,1,40,Married,1,Rented,167
2387,1,0,0,0,1,$157 ,0,48,In-Relationship,1,Owns a house,180
2388,0,1,0,1,0,$205 ,0,42,In-Relationship,1,Owns a house,187
2389,0,0,1,1,0,$161 ,0,18,"Unmarried,",1,Rented,169
2390,0,1,0,0,1,$94 ,1,23,Married,0,Owns a house,190
2391,1,0,0,0,1,$136 ,0,18,"Unmarried,",1,Owns a house,152
2392,0,0,0,1,1,$317 ,1,31,Married,0,Staying with Family,164
2393,0,1,0,0,1,$167 ,1,51,"Unmarried,",1,Rented,190
2394,0,1,0,0,1,$96 ,0,34,Married,1,Owns a house,160
2395,1,0,0,1,0,$314 ,1,18,Married,0,Rented,155
2396,0,1,0,0,1,$56 ,0,19,Married,1,Staying with Family,174
2397,0,1,0,1,0,$137 ,1,32,In-Relationship,0,Owns a house,171
2398,0,1,0,1,0,$122 ,0,32,In-Relationship,1,Staying with Family,174
2399,0,1,0,1,0,$83 ,0,52,In-Relationship,0,Owns a house,174
2400,0,1,0,0,1,$82 ,1,54,"Unmarried,",1,Owns a house,172
2401,1,0,1,0,0,$110 ,1,53,"Unmarried,",1,Owns a house,155
2402,0,1,0,0,1,$138 ,0,52,Married,0,Rented,175
2403,1,1,0,0,0,$60 ,0,20,Married,1,Rented,158
2404,0,1,0,0,1,$190 ,1,23,In-Relationship,1,Rented,188
2405,1,0,0,1,0,$245 ,1,37,Married,0,Rented,159
2406,1,1,0,0,0,$148 ,1,38,Married,0,Owns a house,151
2407,1,1,0,0,0,$285 ,1,46,Married,0,Rented,154
2408,0,1,0,1,0,$284 ,0,55,"Unmarried,",0,Staying with Family,170
2409,1,1,0,0,0,$273 ,1,21,"Unmarried,",1,Rented,156
2410,1,1,0,0,0,$304 ,1,46,In-Relationship,0,Staying with Family,164
2411,1,0,0,1,0,$271 ,1,19,"Unmarried,",0,Staying with Family,156
2412,1,1,0,0,0,$181 ,0,24,Married,1,Staying with Family,168
2413,0,1,0,1,0,$347 ,1,21,In-Relationship,1,Owns a house,183
2414,0,0,1,1,0,$266 ,1,35,"Unmarried,",0,Staying with Family,177
2415,1,1,0,0,0,$250 ,1,41,"Unmarried,",0,Staying with Family,160
2416,0,1,0,0,1,$278 ,0,20,In-Relationship,0,Rented,150
2417,0,1,0,1,0,$191 ,0,34,Married,1,Owns a house,164
2418,0,1,0,1,0,$203 ,1,23,In-Relationship,1,Rented,154
2419,1,0,0,0,1,$268 ,0,19,"Unmarried,",1,Rented,190
2420,1,1,0,0,0,$241 ,1,51,"Unmarried,",0,Rented,189
2421,1,1,0,0,0,$147 ,0,33,Married,1,Owns a house,178
2422,0,1,0,1,0,$149 ,1,35,Married,0,Staying with Family,160
2423,1,1,0,0,0,$334 ,0,49,In-Relationship,1,Staying with Family,163
2424,1,0,0,1,0,$147 ,0,47,In-Relationship,0,Rented,151
2425,0,1,0,0,1,$312 ,0,31,Married,0,Owns a house,175
2426,0,1,0,1,0,$135 ,1,19,In-Relationship,1,Staying with Family,151
2427,0,1,0,1,0,$240 ,0,35,In-Relationship,1,Owns a house,156
2428,1,1,0,0,0,$289 ,0,31,Married,0,Owns a house,166
2429,1,1,0,0,0,$108 ,1,39,"Unmarried,",0,Rented,157
2430,1,0,0,1,0,$260 ,1,39,Married,0,Rented,159
2431,0,1,1,0,0,$337 ,0,31,In-Relationship,1,Staying with Family,152
2432,0,1,0,0,1,$88 ,1,46,"Unmarried,",1,Owns a house,171
2433,0,1,0,1,0,$206 ,1,49,"Unmarried,",0,Owns a house,157
2434,0,1,0,1,0,$167 ,1,26,In-Relationship,1,Owns a house,173
2435,0,0,0,1,1,$117 ,1,20,Married,1,Owns a house,181
2436,1,1,0,0,0,$318 ,1,34,In-Relationship,0,Staying with Family,180
2437,1,1,0,0,0,$351 ,0,33,In-Relationship,0,Owns a house,153
2438,0,1,0,0,1,$60 ,0,30,Married,1,Staying with Family,162
2439,0,0,1,1,0,$213 ,0,45,Married,1,Staying with Family,177
2440,1,1,0,0,0,$220 ,1,22,In-Relationship,0,Staying with Family,181
2441,1,0,0,1,0,$130 ,1,42,Married,1,Rented,185
2442,0,1,0,1,0,$38 ,0,30,In-Relationship,1,Staying with Family,153
2443,1,0,0,1,0,$52 ,1,30,"Unmarried,",0,Staying with Family,184
2444,1,1,0,0,0,$245 ,1,32,In-Relationship,0,Rented,183
2445,0,1,0,1,0,$121 ,1,36,In-Relationship,1,Rented,158
2446,0,1,1,0,0,$101 ,1,31,In-Relationship,0,Staying with Family,178
2447,1,1,0,0,0,$216 ,0,42,Married,0,Rented,162
2448,0,1,0,0,1,$131 ,1,52,In-Relationship,0,Staying with Family,188
2449,1,1,0,0,0,$140 ,1,24,Married,1,Staying with Family,163
2450,1,0,1,0,0,$72 ,0,30,In-Relationship,0,Rented,171
2451,0,1,0,0,1,$226 ,0,31,In-Relationship,1,Owns a house,184
2452,0,1,0,1,0,$312 ,0,52,Married,1,Staying with Family,176
2453,0,1,0,0,1,$123 ,0,46,In-Relationship,0,Staying with Family,175
2454,1,1,0,0,0,$102 ,0,18,In-Relationship,0,Rented,176
2455,0,1,0,0,1,$261 ,1,31,In-Relationship,0,Staying with Family,167
2456,0,1,0,0,1,$205 ,0,45,"Unmarried,",1,Rented,176
2457,1,0,1,0,0,$316 ,0,36,Married,0,Rented,154
2458,0,1,0,0,1,$158 ,0,25,"Unmarried,",1,Owns a house,184
2459,1,0,0,1,0,$128 ,1,28,Married,0,Owns a house,170
2460,0,0,1,0,1,$59 ,1,41,Married,1,Owns a house,153
2461,1,1,0,0,0,$186 ,0,32,Married,0,Rented,175
2462,0,1,0,1,0,$227 ,1,44,In-Relationship,0,Rented,178
2463,1,1,0,0,0,$118 ,1,24,In-Relationship,1,Rented,167
2464,1,1,0,0,0,$172 ,0,33,In-Relationship,0,Staying with Family,187
2465,1,0,0,0,1,$351 ,1,25,In-Relationship,1,Owns a house,150
2466,1,0,0,1,0,$138 ,0,45,Married,0,Owns a house,168
2467,0,1,0,0,1,$70 ,0,50,"Unmarried,",0,Staying with Family,181
2468,1,1,0,0,0,$100 ,1,36,In-Relationship,1,Staying with Family,152
2469,1,0,0,1,0,$197 ,0,31,In-Relationship,1,Staying with Family,186
2470,0,1,0,0,1,$276 ,0,47,In-Relationship,1,Rented,174
2471,0,1,1,0,0,$248 ,1,30,Married,0,Owns a house,178
2472,1,0,0,1,0,$335 ,0,52,Married,0,Staying with Family,155
2473,0,0,1,0,1,$159 ,0,38,Married,1,Staying with Family,156
2474,0,1,0,1,0,$334 ,0,54,Married,1,Owns a house,187
2475,0,0,1,1,0,$318 ,1,32,In-Relationship,1,Rented,185
2476,0,1,0,1,0,$280 ,0,18,In-Relationship,0,Staying with Family,187
2477,0,1,0,1,0,$181 ,0,31,"Unmarried,",0,Owns a house,159
2478,0,1,0,1,0,$280 ,1,28,Married,1,Staying with Family,190
2479,1,1,0,0,0,$139 ,0,21,"Unmarried,",1,Rented,152
2480,1,0,1,0,0,$48 ,1,18,In-Relationship,0,Rented,172
2481,0,0,1,1,0,$128 ,1,50,"Unmarried,",0,Staying with Family,178
2482,0,1,0,1,0,$120 ,1,21,"Unmarried,",1,Owns a house,182
2483,1,1,0,0,0,$206 ,1,23,"Unmarried,",1,Staying with Family,158
2484,0,0,0,1,1,$172 ,1,44,In-Relationship,1,Rented,184
2485,1,0,0,0,1,$262 ,0,42,"Unmarried,",1,Rented,167
2486,1,0,0,1,0,$79 ,1,44,"Unmarried,",0,Staying with Family,177
2487,0,1,0,1,0,$279 ,0,44,In-Relationship,1,Staying with Family,176
2488,0,0,0,1,1,$121 ,0,22,Married,1,Staying with Family,151
2489,0,1,0,1,0,$159 ,0,36,Married,0,Rented,177
2490,0,1,0,0,1,$202 ,0,21,Married,0,Staying with Family,169
2491,0,1,1,0,0,$300 ,1,33,"Unmarried,",1,Owns a house,165
2492,0,0,1,0,1,$115 ,1,18,"Unmarried,",1,Rented,181
2493,1,0,0,1,0,$56 ,1,52,In-Relationship,0,Staying with Family,184
2494,1,1,0,0,0,$113 ,1,25,In-Relationship,1,Owns a house,158
2495,0,1,0,1,0,$230 ,1,46,"Unmarried,",1,Owns a house,164
2496,0,1,0,1,0,$191 ,0,50,"Unmarried,",1,Rented,162
2497,0,1,0,1,0,$99 ,1,39,Married,1,Rented,168
2498,1,1,0,0,0,$158 ,0,45,"Unmarried,",0,Staying with Family,167
2499,0,1,0,0,1,$282 ,1,50,In-Relationship,1,Staying with Family,151
2500,1,0,1,0,0,$136 ,1,55,In-Relationship,1,Owns a house,184
2501,1,1,0,0,0,$71 ,0,32,"Unmarried,",1,Staying with Family,190
2502,1,1,0,0,0,$133 ,0,55,In-Relationship,0,Owns a house,162
2503,0,1,0,1,0,$221 ,1,28,In-Relationship,1,Owns a house,163
2504,0,1,0,0,1,$342 ,1,21,In-Relationship,0,Owns a house,151
2505,0,1,0,1,0,$305 ,0,22,In-Relationship,0,Staying with Family,187
2506,0,0,0,1,1,$329 ,1,24,In-Relationship,0,Staying with Family,151
2507,0,1,0,1,0,$265 ,0,18,Married,0,Rented,158
2508,1,0,1,0,0,$220 ,1,39,"Unmarried,",0,Staying with Family,169
2509,0,1,0,0,1,$326 ,0,27,In-Relationship,0,Owns a house,165
2510,0,1,0,1,0,$343 ,0,38,"Unmarried,",0,Owns a house,172
2511,0,0,1,1,0,$108 ,0,31,In-Relationship,0,Rented,186
2512,1,1,0,0,0,$159 ,1,53,Married,0,Owns a house,189
2513,0,1,1,0,0,$167 ,1,55,In-Relationship,1,Owns a house,174
2514,1,0,0,0,1,$154 ,1,41,Married,0,Owns a house,177
2515,1,1,0,0,0,$130 ,0,40,In-Relationship,1,Staying with Family,175
2516,1,0,0,0,1,$183 ,0,46,"Unmarried,",1,Rented,155
2517,0,1,0,0,1,$137 ,1,22,Married,0,Staying with Family,157
2518,0,1,1,0,0,$126 ,0,41,Married,1,Staying with Family,187
2519,0,0,0,1,1,$196 ,0,32,In-Relationship,1,Owns a house,164
2520,1,0,0,1,0,$159 ,0,24,In-Relationship,0,Owns a house,169
2521,1,1,0,0,0,$291 ,1,52,In-Relationship,0,Rented,177
2522,0,1,0,1,0,$318 ,0,48,In-Relationship,0,Staying with Family,166
2523,0,1,0,0,1,$137 ,1,44,In-Relationship,0,Staying with Family,185
2524,0,1,0,0,1,$63 ,0,30,In-Relationship,0,Staying with Family,170
2525,1,0,1,0,0,$318 ,1,54,In-Relationship,1,Rented,175
2526,1,0,0,1,0,$256 ,1,23,In-Relationship,1,Rented,168
2527,0,1,0,1,0,$147 ,1,44,Married,0,Owns a house,151
2528,1,1,0,0,0,$344 ,1,20,Married,0,Staying with Family,169
2529,1,1,0,0,0,$279 ,0,19,"Unmarried,",1,Owns a house,168
2530,0,1,0,1,0,$44 ,0,41,In-Relationship,0,Staying with Family,187
2531,1,0,0,0,1,$101 ,1,39,In-Relationship,1,Rented,182
2532,0,1,0,1,0,$159 ,1,33,In-Relationship,0,Rented,186
2533,1,0,0,1,0,$78 ,1,19,Married,0,Owns a house,183
2534,0,1,0,0,1,$270 ,0,29,Married,0,Staying with Family,187
2535,1,0,0,1,0,$77 ,1,47,Married,1,Rented,190
2536,1,1,0,0,0,$52 ,0,26,"Unmarried,",0,Staying with Family,153
2537,0,1,0,1,0,$174 ,0,39,"Unmarried,",0,Owns a house,169
2538,0,0,0,1,1,$350 ,0,28,In-Relationship,1,Rented,184
2539,0,1,0,1,0,$342 ,0,48,In-Relationship,0,Staying with Family,174
2540,1,1,0,0,0,$55 ,0,32,Married,1,Owns a house,174
2541,0,1,0,0,1,$71 ,0,46,In-Relationship,1,Staying with Family,184
2542,0,1,0,0,1,$302 ,0,30,In-Relationship,1,Owns a house,159
2543,0,1,0,1,0,$297 ,1,38,In-Relationship,1,Owns a house,152
2544,1,0,0,0,1,$177 ,0,44,Married,0,Staying with Family,168
2545,1,1,0,0,0,$252 ,1,36,In-Relationship,0,Rented,158
2546,1,1,0,0,0,$246 ,1,46,Married,1,Rented,164
2547,0,1,1,0,0,$341 ,0,25,Married,1,Staying with Family,152
2548,1,0,0,1,0,$267 ,1,55,In-Relationship,1,Staying with Family,157
2549,0,1,0,0,1,$177 ,1,26,"Unmarried,",0,Owns a house,187
2550,1,1,0,0,0,$217 ,0,27,Married,1,Owns a house,190
2551,0,1,0,1,0,$246 ,0,55,Married,0,Staying with Family,162
2552,1,0,0,1,0,$65 ,0,24,Married,1,Rented,159
2553,1,1,0,0,0,$177 ,0,48,"Unmarried,",1,Staying with Family,182
2554,0,1,0,1,0,$317 ,1,37,"Unmarried,",0,Staying with Family,174
2555,0,1,0,0,1,$325 ,1,42,"Unmarried,",1,Staying with Family,172
2556,0,1,0,0,1,$290 ,1,20,In-Relationship,1,Rented,176
2557,1,1,0,0,0,$48 ,1,50,Married,0,Staying with Family,170
2558,0,1,0,0,1,$207 ,1,20,Married,0,Rented,163
2559,1,1,0,0,0,$204 ,1,32,"Unmarried,",1,Staying with Family,190
2560,0,1,0,1,0,$186 ,0,41,In-Relationship,0,Rented,152
2561,1,0,0,0,1,$126 ,1,42,Married,0,Staying with Family,158
2562,1,0,0,1,0,$268 ,0,21,"Unmarried,",1,Rented,173
2563,0,1,0,0,1,$62 ,0,30,"Unmarried,",0,Owns a house,168
2564,0,1,0,1,0,$163 ,1,26,In-Relationship,1,Staying with Family,182
2565,1,0,0,1,0,$123 ,1,41,In-Relationship,0,Owns a house,153
2566,0,1,0,0,1,$283 ,1,34,In-Relationship,1,Owns a house,156
2567,1,1,0,0,0,$318 ,1,28,Married,0,Owns a house,176
2568,0,1,1,0,0,$164 ,1,39,Married,1,Owns a house,157
2569,0,1,0,1,0,$266 ,0,52,"Unmarried,",0,Rented,158
2570,0,1,0,1,0,$205 ,0,47,"Unmarried,",1,Staying with Family,176
2571,0,1,0,0,1,$149 ,1,40,Married,0,Staying with Family,177
2572,0,1,0,1,0,$47 ,1,46,In-Relationship,1,Rented,169
